company,name,street,postcode,city,country,capacity,energy_source,technology,additional_info,type,chp,commissioned,comment,source,eic_code,lat,lon
Soške elektrarne Nova Gorica (SENG),Solkan G1,,,,SI,10.66,Hydro,Run-of-river,,,,1984.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/big_hydroplants/,,45.98441,13.65506
Soške elektrarne Nova Gorica (SENG),Solkan G2,,,,SI,10.66,Hydro,Run-of-river,,,,1984.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/big_hydroplants/,,45.98441,13.65506
Soške elektrarne Nova Gorica (SENG),Solkan G3,,,,SI,10.66,Hydro,Run-of-river,,,,1984.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/big_hydroplants/,,45.98441,13.65506
Termoelektrarna Šoštanj (TEŠ ),Šoštanj 3,Cesta Lole Ribarja 18,3325.0,Šoštanj,SI,75.0,Lignite,Steam turbine,,CHP,yes,,will be replaced by Šoštanj 6,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-sostanj,28W-G-000000080M,46.37305,15.05384
Termoelektrarna Šoštanj (TEŠ ),Šoštanj 4,Cesta Lole Ribarja 18,3325.0,Šoštanj,SI,275.0,Lignite,Steam turbine,,CHP,yes,,will be replaced by Šoštanj 6,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-sostanj,28W-G-000000080M,46.37305,15.05384
Termoelektrarna Šoštanj (TEŠ ),Šoštanj 5,Cesta Lole Ribarja 18,3325.0,Šoštanj,SI,345.0,Lignite,Steam turbine,,CHP,yes,,will be replaced by Šoštanj 6,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-sostanj,28W-G-000000080M,46.37305,15.05384
Termoelektrarna Šoštanj (TEŠ ),Šoštanj GU1,Cesta Lole Ribarja 18,3325.0,Šoštanj,SI,42.0,Natural gas,,,CHP,yes,,,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-sostanj,28W-G-000000080M,46.37305,15.05384
Termoelektrarna Šoštanj (TEŠ ),Šoštanj GU2,Cesta Lole Ribarja 18,3325.0,Šoštanj,SI,42.0,Natural gas,,,CHP,yes,,,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-sostanj,28W-G-000000080M,46.37305,15.05384
Soške elektrarne Nova Gorica (SENG),Tolmin,,,,SI,0.109,Hydro,,,,,1995.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Termoelektrarna Trbovlje (TET),Trbovlje 3,Ob železnici 27,1420.0,Trbovlje,SI,125.0,Lignite,Steam turbine,,,,,,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-trbovlje,28W-G-0000000797,46.12678,15.05495
Termoelektrarna Trbovlje (TET),Trbovlje GU 1,Ob železnici 27,1420.0,Trbovlje,SI,34.0,Natural gas,Gas turbine,,,,,,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-trbovlje,,46.12678,15.05495
Termoelektrarna Trbovlje (TET),Trbovlje GU 2,Ob železnici 27,1420.0,Trbovlje,SI,34.0,Natural gas,Gas turbine,,,,,,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-trbovlje,,46.12678,15.05495
Soške elektrarne Nova Gorica (SENG),Trebuša,,,,SI,0.76,Hydro,,,,,1985.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Savske elektrarne Ljubljana (SEL),Vrhovo,,,,SI,34.2,Hydro,Reservoir,,,,1989.0,,http://www.sel.si/HE-vrhovo,,46.04415,15.22365
Dravske elektrarne Maribor (DEM),Vuhred G1,,,,SI,24.1,Hydro,Run-of-river,,,,1956.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.58659,15.27548
Dravske elektrarne Maribor (DEM),Vuhred G2,,,,SI,24.1,Hydro,Run-of-river,,,,1956.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.58659,15.27548
Dravske elektrarne Maribor (DEM),Vuhred G3,,,,SI,24.1,Hydro,Run-of-river,,,,1958.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.58659,15.27548
Dravske elektrarne Maribor (DEM),Vuzenica G1,,,,SI,18.53,Hydro,Run-of-river,,,,1957.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.59257,15.15301
Dravske elektrarne Maribor (DEM),Vuzenica G2,,,,SI,18.53,Hydro,Run-of-river,,,,1957.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.59257,15.15301
Dravske elektrarne Maribor (DEM),Vuzenica G3,,,,SI,18.53,Hydro,Run-of-river,,,,1957.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.59257,15.15301
Soške elektrarne Nova Gorica (SENG),Zadlaščica,,,,SI,8.0,Hydro,,,,,1989.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,46.21253,13.76141
Dravske elektrarne Maribor (DEM),Zlatoličje G1,,,,SI,63.0,Hydro,Run-of-river,,,,1969.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,28W-G-000000090J,46.44793,15.78693
Dravske elektrarne Maribor (DEM),Zlatoličje G2,,,,SI,63.0,Hydro,Run-of-river,,,,1969.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,28W-G-000000090J,46.44793,15.78693
