company,name,street,postcode,city,country,capacity,energy_source,technology,additional_info,type,chp,commissioned,comment,source,eic_code,lat,lon
Dravske elektrarne Maribor (DEM),Ožbalt G3,,,,SI,24.4,Hydro,Run-of-river,,,,1960,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.57729,15.40599
Soške elektrarne Nova Gorica (SENG),Pečnik,,,,SI,0.125,Hydro,,,,,1983,,https://www.seng.si/en/hydropower-plants/small-hydropower-plants/,,,
Soške elektrarne Nova Gorica (SENG),Planina,,,,SI,0.136,Hydro,,,,,1989,,https://www.seng.si/en/hydropower-plants/small-hydropower-plants/,,,
Soške elektrarne Nova Gorica (SENG),Plave 1 G1,,,,SI,7.5,Hydro,Run-of-river,,,,1940,,https://www.seng.si/en/hydropower-plants/large-hydropower-plants/,,46.09935,13.64256
Soške elektrarne Nova Gorica (SENG),Plave 1 G2,,,,SI,7.5,Hydro,Run-of-river,,,,1940,,https://www.seng.si/en/hydropower-plants/large-hydropower-plants/,,46.09935,13.64256
Soške elektrarne Nova Gorica (SENG),Plave 2,,,,SI,20,Hydro,Run-of-river,,,,2002,,https://www.seng.si/en/hydropower-plants/large-hydropower-plants/,,46.05256,13.60608
Soške elektrarne Nova Gorica (SENG),Plužna,,,,SI,1.72,Hydro,,,,,1931,,https://www.seng.si/en/hydropower-plants/small-hydropower-plants/,,46.32449,13.51293
Soške elektrarne Nova Gorica (SENG),Podmelec,,,,SI,0.425,Hydro,,,,,1931,,https://www.seng.si/en/hydropower-plants/small-hydropower-plants/,,,
Dravske elektrarne Maribor (DEM),Ruše G1,,,,SI,0.053,Hydro,Run-of-river,,,,2012,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,,
Dravske elektrarne Maribor (DEM),Ruše G2,,,,SI,0.053,Hydro,Run-of-river,,,,2012,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,,
Soške elektrarne Nova Gorica (SENG),Solkan G1,,,,SI,10.66,Hydro,Run-of-river,,,,1984,,https://www.seng.si/en/hydropower-plants/large-hydropower-plants/,,45.98441,13.65506
Soške elektrarne Nova Gorica (SENG),Solkan G2,,,,SI,10.66,Hydro,Run-of-river,,,,1984,,https://www.seng.si/en/hydropower-plants/large-hydropower-plants/,,45.98441,13.65506
Soške elektrarne Nova Gorica (SENG),Solkan G3,,,,SI,10.66,Hydro,Run-of-river,,,,1984,,https://www.seng.si/en/hydropower-plants/large-hydropower-plants/,,45.98441,13.65506
Termoelektrarna Šoštanj (TEŠ ),Šoštanj 5,Cesta Lole Ribarja 18,3325,Šoštanj,SI,345,Lignite,Steam turbine,,CHP,yes,,will be replaced by Šoštanj 6,https://www.icis.com/explore/resources/news/2015/02/17/9861364/giant-unit-will-lower-slovenia-electricity-prices-from-mid-april-traders/,28W-G-000000080M,46.37305,15.05384
Termoelektrarna Šoštanj (TEŠ ),Šoštanj 6,Cesta Lole Ribarja 18,3325,Šoštanj,SI,600,Lignite,Steam turbine,,CHP,yes,2015,,https://www.icis.com/explore/resources/news/2015/02/17/9861364/giant-unit-will-lower-slovenia-electricity-prices-from-mid-april-traders/,28W-G-000000080M,46.37305,15.05384
Termoelektrarna Šoštanj (TEŠ ),Šoštanj GU1,Cesta Lole Ribarja 18,3325,Šoštanj,SI,42,Natural gas,,,CHP,yes,,,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-sostanj,28W-G-000000080M,46.37305,15.05384
Termoelektrarna Šoštanj (TEŠ ),Šoštanj GU2,Cesta Lole Ribarja 18,3325,Šoštanj,SI,42,Natural gas,,,CHP,yes,,,http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-sostanj,28W-G-000000080M,46.37305,15.05384
Soške elektrarne Nova Gorica (SENG),Tolmin,,,,SI,0.109,Hydro,,,,,1995,,https://www.seng.si/en/hydropower-plants/small-hydropower-plants/,,,
Soške elektrarne Nova Gorica (SENG),Trebuša,,,,SI,0.76,Hydro,,,,,1985,,https://www.seng.si/en/hydropower-plants/small-hydropower-plants/,,,
Savske elektrarne Ljubljana (SEL),Vrhovo,,,,SI,34,Hydro,Reservoir,,,,1989,,https://www.sel.si/HE-vrhovo,,46.04415,15.22365
Dravske elektrarne Maribor (DEM),Vuhred G1,,,,SI,24.1,Hydro,Run-of-river,,,,1956,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.58659,15.27548
Dravske elektrarne Maribor (DEM),Vuhred G2,,,,SI,24.1,Hydro,Run-of-river,,,,1956,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.58659,15.27548
Dravske elektrarne Maribor (DEM),Vuhred G3,,,,SI,24.1,Hydro,Run-of-river,,,,1958,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.58659,15.27548
Dravske elektrarne Maribor (DEM),Vuzenica G1,,,,SI,18.53,Hydro,Run-of-river,,,,1957,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.59257,15.15301
Dravske elektrarne Maribor (DEM),Vuzenica G2,,,,SI,18.53,Hydro,Run-of-river,,,,1957,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.59257,15.15301
Dravske elektrarne Maribor (DEM),Vuzenica G3,,,,SI,18.53,Hydro,Run-of-river,,,,1957,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.59257,15.15301
Soške elektrarne Nova Gorica (SENG),Zadlaščica,,,,SI,8,Hydro,,,,,1989,,https://www.seng.si/en/hydropower-plants/small-hydropower-plants/,,46.21253,13.76141
Dravske elektrarne Maribor (DEM),Zlatoličje G1,,,,SI,63,Hydro,Run-of-river,,,,1969,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,28W-G-000000090J,46.44793,15.78693
Dravske elektrarne Maribor (DEM),Zlatoličje G2,,,,SI,63,Hydro,Run-of-river,,,,1969,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,28W-G-000000090J,46.44793,15.78693
